ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
251	Human	hsa_circ_0010729	circRNA	hypoxia	ischemic heart disease (IHD)	AC16 cell	hypoxia exposure	circ_0010729 knockdown alleviated hypoxia-induced AC16 cell injuries by mediating the miR-27a-3p/TRAF5 axis.	33010282
252	Human	hsa_circ_0010729	circRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemic heart disease (IHD)	human cardiomyocytes (HCM)	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	"OGD treatment enhanced circ_0010729 expression and evoked cell injury in HCM Moreover, OGD-induced injury was aggrandized by circ_0010729 overexpression via suppressing cell growth and migration in HCM"	31482388
253	Human	hsa_circ_0010729	circRNA	hypoxia	"vascular endothelial cell proliferation , apoptosis"	human umbilical vein endothelial cells (HUVECs)	hypoxia treatment	upregulated	28571741
254	Human	hsa_circ_0011129	circRNA	ultraviolet (UV) irradiation	photoaging	human dermal fibroblasts (HDFs)	ultraviolet A (UVA)-irradiated treatment	downregulated	33093901
255	Human	hsa_circ_00116639	circRNA	5-fluorouracil (5-Fu)	osteosarcoma (OS)	MG63 cells	5-fluorouracil (5-FU) treatment	upregulated	33308021
256	Human	hsa_circ_001175	circRNA	high glucose (HG)	high glucose (HG) disease	human umbilical vein endothelial cells (HUVECs)	high glucose (HG) treatment	Glucose treatments gradually decreased the expressions of circRNA-001175 in a concentration dependent manner.	30521417
257	Human	hsa_circ_0012129	circRNA	sevoflurane (SEV)	glioblastoma multiforme (GBM)	T98G cell; LN229 cells	sevoflurane (Sev) treatment	Circ_0012129 was downregulated in sevoflurane-treated glioma cells	32495888
258	Human	hsa_circ_001271	circRNA	XAV939	non-small cell lung cancer (NSCLC)	NCL-H1299?cells	XAV939 treatment	"Circ_MDM2_000139, Circ_ATF2_001418, Circ_CDC25C_002079, and Circ_BIRC6_001271 Are Involved in the Functions of XAV939 in Non-Small Cell Lung Cancer"	31885751
259	Human	hsa_circ_001418	circRNA	XAV939	non-small cell lung cancer (NSCLC)	NCL-H1299?cells	XAV939 treatment	"Circ_MDM2_000139, Circ_ATF2_001418, Circ_CDC25C_002079, and Circ_BIRC6_001271 Are Involved in the Functions of XAV939 in Non-Small Cell Lung Cancer"	31885751
260	Human	hsa_circ_0015879	circRNA	mycobacterium tuberculosis (Mtb)	tuberculosis (TB)	plasma	Mycobacterium tuberculosis (Mtb) infection	upregulated	30214434
261	Human	hsa_circ_0020394	circRNA	puerarin	bladder cancer	T24 cells; UM-UC-3 cells	puerarin treatment	circ_0020394 was downregulated in puerarin-treated bladder cancer cells	33016781
262	Human	hsa_circ_002079	circRNA	XAV939	non-small cell lung cancer (NSCLC)	NCL-H1299?cells	XAV939 treatment	"Circ_MDM2_000139, Circ_ATF2_001418, Circ_CDC25C_002079, and Circ_BIRC6_001271 Are Involved in the Functions of XAV939 in Non-Small Cell Lung Cancer"	31885751
263	Human	hsa_circ_0026344	circRNA	CCL20 and CXCL8	colorectal cancer (CRC)	human CRC cell lines SW480 and Caco-2	?CCL20 and CXCL8 co-stimulation	"Highlights CCL20 and CXCL8 synergize to decrease the expression of circ_0026344; Silence of circ_0026344 promotes CRC cells migration, invasion and EMT process"	31608699
264	Human	hsa_circ_0027492	circRNA	doxorubicin (DOX)	DNA damage	HCT116 cells; RKO cells; SW48 cells	Doxorubicin (DOXO) treatment	Hsa_circ_0027492 is upregulated in a p53-dependent manner in response to DNA damage.	32041821
265	Human	hsa_circ_0028198	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human THP-1 macrophages	oxidized low-density lipoprotein (ox-LDL) treatment	dysregulated	31804889
266	Human	hsa_circ_0029589	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human vascular smooth muscle cells (VSMCs)	oxidized low-density lipoprotein (ox-LDL) treatment	Circ_0029589 silence might inhibit the progression of AS by regulating miR-424-5p/IGF2 axis	32860985
267	Human	hsa_circ_0030411	circRNA	cisplatin (DDP)	non-small cell lung cancer (NSCLC)	A549 cells	cisplatin treatment	upregulated	32767026
268	Human	hsa_circ_0031250	circRNA	genistein	non-small cell lung cancer (NSCLC)	human NSCLC cell lines (H292 and A549)	genistein treatment	"circ_0031250 abundance was elevated in NSCLC samples and cell lines, and it was reduced via genistein exposure."	33159503
269	Human	hsa_circ_0031250	circRNA	genistein	non-small cell lung cancer (NSCLC)	H292 cells; A549 cells	Genistein treatment	"circ_0031250 abundance was elevated in NSCLC samples and cell lines, and it was reduced via genistein exposure."	33159503
270	Human	hsa_circ_003211	circRNA	curcumin (Cur)	nasopharyngeal carcinoma (NPC)	CNE-2R cells	curcumin treatment	downregulated	31793078
271	Human	hsa_circ_003251	circRNA	gemcitabine (GEM)	pancreatic cancer (PC)	SWl990 cells	gemcitabine (GEM) treatment	upregulated	29781033
272	Human	hsa_circ_0032821	circRNA	oxaliplatin	gastric cancer (GC)	HGC-27 cells; AGS cells	oxaliplatin (OXA) treatment	Circ_0032821 was highly expressed in OXA-resistant GC cells	33123829
273	Human	hsa_circ_0034616	circRNA	5-fluorouracil (5-Fu)	osteosarcoma (OS)	MG63 cells	5-fluorouracil (5-FU) treatment	upregulated	33308021
274	Human	hsa_circ_0035266	circRNA	4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone (NNK) and lipopolysaccharide (LPS)	inflammation	BEAS-2B cells	4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone (NNK) and lipopolysaccharide (LPS) treatment	"We identified a novel circRNA, circ_0035266, which was strongly upregulated in NNK+LPS-induced BEAS-2B cells and enhanced the inflammatory responses to NNK+LPS by regulating the secretion of pro-inflammatory cytokines interleukin (IL)-6 and IL-8."	33107911
275	Human	hsa_circ_0035483	circRNA	gemcitabine (GEM)	renal cell carcinoma (RCC)	renal tissues or TK10 and UO31 cells	gemcitabine treatment	"Hsa_circ_0035483 can facilitate gemcitabine-induced autophagy, and enhance the resistance of RCC to gemcitabine."	31492499
276	Human	hsa_circ_0035944	circRNA	sorafenib (SOR)	hepatocellular carcinoma (HCC)	Huh-7 cells; HepG2 cells	sorafenib treatment	downregulated	32226514
277	Human	hsa_circ_0038467	circRNA	lipopolysaccharide (LPS)	pneumonia	16HBE cells	lipopolysaccharide (LPS) treatment	Circ_0038467 was upregulated and miR-338-3p was downregulated in LPS-treated 16HBE cells.	32181994
278	Human	hsa_circ_0039411	circRNA	neodymium oxide (Nd2O3)	inflammation	human bronchial epithelial cells (16HBE)	neodymium oxide (Nd2O3) treatment	upregulation of circ_0039411 mediated Nd2O3-induced inflammation and dysfunction by sponging miR-93-5p.	30903189
279	Human	hsa_circ_0040768	circRNA	caffeic acid phenethyl ester (CAPE)	cadmium-induced toxicity	HepG2 cells	caffeic acid phenethyl ester (CAPE) treatment	"CAPE significantly (P < 0.05) increased cell viability via inhibiting CdCl2-induced autophagy, and this process was regulated by hsa_circ_0040768/MAP1LC3B axis."	32298858
280	Human	hsa_circ_004077	circRNA	gemcitabine (GEM)	pancreatic cancer (PC)	SWl990 cells	gemcitabine (GEM) treatment	upregulated	29781033
281	Human	hsa_circ_0040824	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human umbilical vein endothelial cells (HUVECs)	oxidized low-density lipoprotein (ox-LDL) treatment	Our data showed that circ-BANP expression was upregulated in AS blood and ox-LDL-induced HUVECs.	33298736
282	Human	hsa_circ_0041795	circRNA	high glucose (HG)	diabetic retinopathy (DR)	ARPE-19 cells	high glucose (HG) treatment	hsa_circ_0041795 contributes to human retinal pigment epithelial cells (ARPE 19) injury induced by high glucose via sponging miR-646 and activating VEGFC	32259632
283	Human	hsa_circ_0043256	circRNA	cinnamaldehyde (CA)	non-small cell lung cancer (NSCLC)	NCI-H460;A549 cell lines	Cinnamaldehyde (CA) treatment	upregulated	28958934
284	Human	hsa_circ_0043497	circRNA	mycobacterium tuberculosis (Mtb)	tuberculosis (TB)	human monocyte derived macrophages (MDMs)	infect with Mtb	dysregulated	29057952
285	Human	hsa_circ_0044073	circRNA	lipopolysaccharide (LPS)	atherosclerosis (AS)	Human umbilical vein endothelial cells (HUVECs) and human umbilical vein smooth muscle cells (HUVSMCs)	lipopolysaccharide (LPS) treatment	LPS treatment significantly increased the levels of circRNA-0044073 in HUVSMCs but downregulated the levels of circRNA-0044073 in HUVECs. CircRNA-0044073 activates the JAK/STAT signaling pathway of HUVSMCs and HUVECs.	30864721
286	Human	hsa_circ_0044226	circRNA	TGF-¦Â1	idiopathic pulmonary fibrosis (IPF)	The human lung fibroblasts (WI-38 cells)	TGF-¦Â1 treatment	upregulated	31786325
287	Human	hsa_circ_0045462	circRNA	high glucose (HG)	diabetes-associated endothelial dysfunction	human umbilical vein endothelial cells (HUVECs)	?high glucose (HG) induce treatment	dysregulated	31369204
288	Human	hsa_circ_0046366	circRNA	free fatty acids (FFAs; 2:1 oleate:palmitate)	hepatocellular steatosis	HepG2 cells	free fatty acids (FFAs; 2:1 oleate:palmitate) treatment	downregulated	29391755
289	Human	hsa_circ_0047814	circRNA	H2O2	diabetic retinopathy (DR)	ACBRI-183 cells	H2O2 treatment	upregulated	32343678
290	Human	hsa_circ_0047814	circRNA	high glucose (HG)	diabetic retinopathy (DR)	ACBRI-183 cells	high glucose (HG) treatment	upregulated	32343678
291	Human	hsa_circ_0047814	circRNA	IL-6	diabetic retinopathy (DR)	ACBRI-183 cells	IL-6?treatment	upregulated	32343678
292	Human	hsa_circ_0047814	circRNA	tumor necrosis factor alpha (TNF-¦Á) 	diabetic retinopathy (DR)	ACBRI-183 cells	tumor necrosis factor alpha (TNF-¦Á) treatment	upregulated	32343678
293	Human	hsa_circ_0047814	circRNA	vascular endothelial growth factor (VEGF)	diabetic retinopathy (DR)	ACBRI-183 cells	VEGF treatment	upregulated	32343678
294	Human	hsa_circ_0054633	circRNA	high glucose (HG)	endothelial dysfunction	human umbilical vein endothelial cells (HUVECs)	high glucose (HG) treatment	upregulated	29693114
295	Human	hsa_circ_0058097	circRNA	excessive mechanical tension	intervertebral disc degeneration (IDD)	primary human endplate chondrocytes culture	Excessive mechanical tension induce	"circRNA_0058097 can upregulate the expression of downstream target gene histone deacetylase 4 by sponge adsorption of miR-365a-5p, which promoted morphological changes of endplate chondrocytes, and increased extracellular matrix degradation and degeneration of endplate cartilage."	31222836
296	Human	hsa_circ_0060060	circRNA	cisplatin (DDP)	anaplastic thyroid carcinoma (ATC)	TPC1 cells; BHT101 cells	cisplatin (DPP) treatment	upregulated	30540564
297	Human	hsa_circ_0060927	circRNA	vitamin D	vitamin D metabolism	HCT-116; HT-29 cells	vitamin D treatment	upregulated	32803502
298	Human	hsa_circ_0061012	circRNA	IL-22	psoriasis	HaCaT cells	IL-22 treatment	Interleukin-22 (IL-22) treatment increased the expression of circ_0061012 in a dose-dependent manner.	33393621
299	Human	hsa_circ_0061052	circRNA	cigarette smoke (CS)	epithelial-mesenchymal transition (EMT)	human bronchial epithelial (HBE) cells	Cigarette smoke (CS) exposure	upregulated	32768781
300	Human	hsa_circ_0063809	circRNA	paclitaxel (PTX)	ovarian cancer (OC)	SKOV3 cells; HeyA-8 cells	paclitaxel (PTX) treatment	The expression of circ_0063809 in PTX-resistant ovarian cancer cells (SKOV3/PTX and HeyA-8/ PTX) was upregulated	31945729
301	Human	hsa_circ_0063809	circRNA	paclitaxel (PTX)	ovarian cancer (OC)	ovarian cancer cells (SKOV3/PTX and HeyA-8/PTX)	paclitaxel (PTX) treatment	"circCELSR1 was highly expressed in PTX-resistant ovarian cancer cell lines, and circCELSR1 silencing enhanced PTX-induced cytotoxicity in ovarian cancer cells"	31945729
302	Human	hsa_circ_0064772	circRNA	high glucose (HG)	diabetes-associated endothelial dysfunction	human umbilical vein endothelial cells (HUVECs)	?high glucose (HG) induce treatment	dysregulated	31369204
303	Human	hsa_circ_006660	circRNA	curcumin (Cur)	nasopharyngeal carcinoma (NPC)	CNE-2R cells	curcumin treatment	upregulated	31793078
304	Human	hsa_circ_0067717	circRNA	hepatitis B virus (HBV)	hepatocellular carcinoma (HCC)	Huh7-HBV;Hep3B-HBV cells	hepatitis B virus (HBV) infection	"Circ-RNF13 was upregulated in HBV-infected human HCC tissues and HBV-expressing cells (Huh7-HBV and Hep3B-HBV), accompanied with TGIF2 upregulation and miR-424-5p downregulated."	33714261
305	Human	hsa_circ_0068087	circRNA	high glucose (HG)	diabetes mellitus (DM)	human umbilical vein endothelial cells (HUVECs)	high glucose (HG) treatment	upregulated	31108165
306	Human	hsa_circ_0068655	circRNA	hypoxia	myocardial infarction (MI)	human induced pluripotent stem-derived cardiomyocytes (HCMs)	hypoxia treatment	Circ_0068655 Promotes Cardiomyocyte Apoptosis via miR-498/PAWR Axis	32767028
307	Human	hsa_circ_0068888	circRNA	lipopolysaccharide (LPS)	acute kidney injury (AKI)	Human renal proximal tubular cell line HK-2	lipopolysaccharide (LPS) treatment	Decreased hsa_circ_0068888 expression was observed in AKI cell model.	33429194
308	Human	hsa_circ_00699	circRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	cell differentiation	5-aza induced the differentiation of human umbilical cord-derived mesenchymal stem cells (hUCMSCs) into cardiomyocyte-like cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	downregulated	30756390
309	Human	hsa_circ_0073237	circRNA	radiation	glioblastoma multiforme (GBM)	U87 cells; U251 cells	radiation treatment	circ_VCAN expression was significantly downregulated in U87 and U251 cells following irradiation	32080097
310	Human	hsa_circ_0073817	circRNA	5-fluorouracil (5-Fu)	osteosarcoma (OS)	MG63 cells	5-fluorouracil (5-FU) treatment	downregulated	33308021
311	Human	hsa_circ_0076305	circRNA	cisplatin (DDP)	non-small cell lung cancer (NSCLC)	"NSCLC tissues and cells (A549, H1650, A549/DDP, H1650/DDP)"	cisplatin treatment	upregulated	31647948
312	Human	hsa_circ_0076631	circRNA	high glucose (HG)	diabetic cardiomyopathy (DCM)	AC16 cells	high glucose treatment	circRNA-0076631 was increased both in high-glucose-treated cardiomyocytes and in the serum of diabetic patients.	31400606
313	Human	hsa_circ_0077930	circRNA	high glucose (HG)	vascular smooth muscle aging	human umbilical vein endothelial cell (HUVEC)	high glucose (HG) treatment	HG-HUVECs derived exosomes induced the VSMCs senescence by circRNA0077930-miR622-Kras CeRNA network.	32307741
314	Human	hsa_circ_007874	circRNA	monastrol	breast cancer	MCF-7 cells; MDA-MB-231 cells	monastrol treatment	circRNA-MTO1 (hsa-circRNA-007874) was validated as a circRNA that exhibited elevated expression levels in monastrol-resistant cells.	30015883
315	Human	hsa_circ_0079662	circRNA	oxaliplatin	colorectal cancer (CRC)	HT29 cells; HCT116 cells; HCT8 cells	oxaliplatin treatment	"hsa_circ_0079662, as a ceRNA binding with hsa-mir-324-5p, can regulate target gene HOXA9 and induced the mechanism of chemotherapy drug oxaliplatin resistance in CRC through the TNF-¦Á pathway in human colon cancer"	32243061
316	Human	hsa_circ_0081001	circRNA	doxorubicin (DOX)	osteosarcoma (OS)	MG63 cells; KHOS cells; U2OS cells	doxorubicin (Dox) treatment	hsa_circ_0081001 was upregulated with 12 fold change in the chemo-resistant OS cell lines.	30263004
317	Human	hsa_circ_0084043	circRNA	high glucose (HG)	diabetic retinopathy (DR)	ARPE-19 cells	high glucose (HG) treatment	Loss of circRNA_0084043 depressed HG-induced damage via sponging miR-140-3p and regulating TGFA.	32259630
318	Human	hsa_circ_0086720	circRNA	radiation	non-small cell lung cancer (NSCLC)	non-small cell lung cancer (NSCLC) tissues	radiation treatment	upregulated	32940043
319	Human	hsa_circ_0088364	circRNA	nitidine chloride (NC)	hepatocellular carcinoma (HCC)	HCC xenograft tumour tissues	Nitidine chloride (NC)?treatment	hsa_circ_0088364 dysregulated.	31506425
320	Human	hsa_circ_008913	circRNA	arsenite	arsenite-induced carcinogenesis	HaCaT cells	arsenite exposure	downregulated	30167605
321	Human	hsa_circ_0090049	circRNA	nitidine chloride (NC)	hepatocellular carcinoma (HCC)	HCC xenograft tumour tissues	Nitidine chloride (NC)?treatment	hsa_circ_0090049 dysregulated.	31506425
322	Human	hsa_circ_0091223	circRNA	¦Á-melanocyte-stimulating hormone (¦Á-MSH)	skin pigmentation disorders	human skin primary melanocytes (MCs)	¦Á-MSH treatment	upregulated	33318297
323	Human	hsa_circ_0092317	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human THP-1 macrophages	oxidized low-density lipoprotein (ox-LDL) treatment	dysregulated	31804889
324	Human	hsa_circ_0092493	circRNA	hepatitis B virus (HBV)	hepatocellular carcinoma (HCC)	serum	hepatitis B virus (HBV) infection	"?In this study, we performed circRNA microarray profile and found an HBV-related circRNA, circ-ARL3 (hsa_circ_0092493)."	33372396
325	Human	hsa_circ_0096157	circRNA	cisplatin (DDP)	non-small cell lung cancer (NSCLC)	A549 cells	cisplatin treatment	upregulated	32767026
326	Human	hsa_circ_0109320	circRNA	gefitinib	non-small cell lung cancer (NSCLC)	plasma	gefitinib treatment	Elevated hsa_circ_0109320 was associated with longer PFS in gefitinib-treated NSCLC patients. hsa_circ_0109320 may be a potential biomarker for the efficacy of EGFR-TKI in NSCLC patients.	31285870
327	Human	hsa_circ_0110805	circRNA	cisplatin (DDP)	gastric cancer (GC)	AGS cells; HGC-27 cells	cisplatin (DPP) treatment	"circ_0110805 knockdown increased the sensitivity of gastric cancer to cisplatin, which also repressed gastric cancer progression by sponging miR-299-3p to downregulate ENDOPDI expression."	33192077
328	Human	hsa_circ_0113656	circRNA	platelet derived growth factor-BB (PDGF-BB)	vascular restenosis	human aortic vascular smooth muscle cell (HA-VSMC)	platelet derived growth factor-BB (PDGF-BB) treatment	upregulated	32736703
329	Human	hsa_circ_0114427	circRNA	gentamicin	acute kidney injury (AKI)	HK-2 cells	gentamicin treatment	"Circ-0114427 dramatically increased 727 in LPS-, H202-, and gentamicin-induced AKI cell models."	31930399
330	Human	hsa_circ_0114427	circRNA	H2O2	acute kidney injury (AKI)	HK-2 cells	H2O2 treatment	"Circ-0114427 dramatically increased 727 in LPS-, H202-, and gentamicin-induced AKI cell models."	31930399
331	Human	hsa_circ_0114427	circRNA	lipopolysaccharide (LPS)	acute kidney injury (AKI)	HK-2 cells	LPS treatment	"Circ-0114427 dramatically increased 727 in LPS-, H202-, and gentamicin-induced AKI cell models."	31930399
332	Human	hsa_circ_0114428	circRNA	lipopolysaccharide (LPS)	acute kidney injury (AKI)	Human renal proximal tubular cell line HK-2	lipopolysaccharide (LPS) treatment	upregulated	33830389
333	Human	hsa_circ_0114876	circRNA	IL-1¦Â	osteoarthritis (OA)	CHON-001 cells	IL-1¦Â treatment	The expression of circ_0114876 was increased in OA tissues and inhibition of circ_0114876 could induce cell viability and suppress inflammation as well as inhibit cell apoptosis in IL-1¦Â induced CHON-001 cells.	33404903
334	Human	hsa_circ_01183	circRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	cell differentiation	5-aza induced the differentiation of human umbilical cord-derived mesenchymal stem cells (hUCMSCs) into cardiomyocyte-like cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	downregulated	30756390
335	Human	hsa_circ_0124644	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human vascular endothelial cells (HUVECs)	oxidized low-density lipoprotein (ox-LDL) treatment	Circular RNA circ_0124644 exacerbates the ox-LDL-induced endothelial injury in human vascular endothelial cells through regulating PAPP-A by acting as a sponge of miR-149-5p.	32500475
336	Human	hsa_circ_0127305	circRNA	1-methyl-4-phenylpyridinium (MPP+)	parkinson's disease (PD)	SH-SY5Y cells	1-methyl-4-phenylpyridinium (MPP+) treatment	upregulated	29953413
337	Human	hsa_circ_0127305	circRNA	pramipexole (PPX)	parkinson's disease (PD)	1-methyl-4-phenylpyridinium (MMP+) treated SH-SY5Y cells	pramipexole (PPX) treatment	downregulated	29953413
338	Human	hsa_circ_0134111	circRNA	IL-1¦Â	osteoarthritis (OA)	human chondrocytes	IL-1¦Â treatment	Circ_0134111 was overexpressed in OA cartilage tissues and IL-1¦Â-induced chondrocytes.	33684877
339	Human	hsa_circ_0134501	circRNA	gefitinib	non-small cell lung cancer (NSCLC)	plasma	gefitinib treatment	dysregulated	31285870
340	Human	hsa_circ_01536	circRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	cell differentiation	5-aza induced the differentiation of human umbilical cord-derived mesenchymal stem cells (hUCMSCs) into cardiomyocyte-like cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	upregulated	30756390
341	Human	hsa_circ_01536	circRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	cell differentiation	5-aza induced the differentiation of human umbilical cord-derived mesenchymal stem cells (hUCMSCs) into cardiomyocyte-like cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	"Network analysis uncovered three potential key circRNAs, that is, circRNA_05432, circRNA_08441, and circRNA_01536."	30756390
342	Human	hsa_circ_01978	circRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	cell differentiation	5-aza induced the differentiation of human umbilical cord-derived mesenchymal stem cells (hUCMSCs) into cardiomyocyte-like cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	downregulated	30756390
343	Human	hsa_circ_04411	circRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	cell differentiation	5-aza induced the differentiation of human umbilical cord-derived mesenchymal stem cells (hUCMSCs) into cardiomyocyte-like cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	upregulated	30756390
344	Human	hsa_circ_05432	circRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	cell differentiation	5-aza induced the differentiation of human umbilical cord-derived mesenchymal stem cells (hUCMSCs) into cardiomyocyte-like cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	"Network analysis uncovered three potential key circRNAs, that is, circRNA_05432, circRNA_08441, and circRNA_01536."	30756390
345	Human	hsa_circ_08441	circRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	cell differentiation	5-aza induced the differentiation of human umbilical cord-derived mesenchymal stem cells (hUCMSCs) into cardiomyocyte-like cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	"Network analysis uncovered three potential key circRNAs, that is, circRNA_05432, circRNA_08441, and circRNA_01536."	30756390
346	Human	hsa_circ_09169	circRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	cell differentiation	5-aza induced the differentiation of human umbilical cord-derived mesenchymal stem cells (hUCMSCs) into cardiomyocyte-like cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	upregulated	30756390
347	Human	hsa_circ_09905	circRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	cell differentiation	5-aza induced the differentiation of human umbilical cord-derived mesenchymal stem cells (hUCMSCs) into cardiomyocyte-like cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	upregulated	30756390
348	Human	hsa_circ_100284	circRNA	arsenite	acceleration of the cell cycle and carcinogenesis	HaCaT cells	arsenic exposure	upregulated	28062277
349	Human	hsa_circ_100284	circRNA	arsenite	bladder cancer	Normal bladder SV-HUC-1 cells	?arsenite treatment	"With prolonged contact time with arsenite, the expression level of circRNA-100284 in cells increased continuously"	33386469
350	Human	hsa_circ_100284	circRNA	arsenite	cell cycle and proliferation	human hepatic epithelial (L-02) cells	arsenite exposure	circRNA_100284 is involved in the malignant transformation of L-02 cells induced by arsenite.	29674685
351	Human	hsa_circ_100338	circRNA	hypoxia/reoxygenation (H/R)	angiogenesis	human umbilical vein endothelial cells (HUVECs)	hypoxia/reoxygenation (H/R) treatment	The expression of circ-100338 was decreased in HUAECs after H/R treatment.	32572929
352	Human	hsa_circ_100797	circRNA	ultraviolet (UV) irradiation	cell senescence	human fibroblast	"the UVB irradiation output was monitored using a Waldmann UV meter (Waldmann, Villigen©\Schwenningen, Germany). UVB dose = UVB irradiance ¡Á time in second (s), with a distance of 15 cm between the lamp and cell culture dish. The UVB with 10 mJ/cm2 was delivered to cells daily for 5 days and at 48 hr after the last irradiation treatment"	circRNA_100797 had a low expression in ultraviolet B stress-induced human fibroblast premature senescence (UVB-SIPS)	30908647
353	Human	hsa_circ_101237	circRNA	cisplatin (DDP)	hepatocellular carcinoma (HCC)	serum of patients; Huh7 cells	cisplatin treatment	upregulated	32226487
354	Human	hsa_circ_101237	circRNA	bortezomib	multiple myeloma (MM)	MM.1S cells; H929 cells	bortezomib? treatment	upregulated	32256118
355	Human	hsa_circ_101505	circRNA	cisplatin (DDP)	hepatocellular carcinoma (HCC)	The cisplatin-resistant Hep3B (Hep3B-R) and Huh7 (Huh7-R) cells	cisplatin treatment	"Gain-of-function investigations showed that overexpression of circRNA_101505 suppressed cancer cell growth in vivo and in vitro, and enhanced cisplatin toxicity in HCC cells."	31372241
356	Human	hsa_circ_101543	circRNA	gemcitabine (GEM)	pancreatic cancer (PC)	SWl990 cells	gemcitabine (GEM) treatment	downregulated	29781033
357	Human	hsa_circ_101672	circRNA	gemcitabine (GEM)	pancreatic cancer (PC)	SWl990 cells	gemcitabine (GEM) treatment	upregulated	29781033
358	Human	hsa_circ_102115	circRNA	curcumin (Cur)	nasopharyngeal carcinoma (NPC)	CNE-2 cells	curcumin treatment	"circ_102115 was upregulated in CNE-2 cells after treatment by radiation, while curcumin treatment downregulated the expression."	32127962
359	Human	hsa_circ_102610	circRNA	TGF-¦Â1	crohn disease (CD)	human intestinal epithelial cells (HIECs); normal-derived colon mucosa cell line 460 (NCM460) cells	TGF-¦Â1 treatment	Hsa_circRNA_102610 upregulation in CD patients could promote the proliferation and EMT of intestinal epithelial cells via sponging of hsa-miR-130a-3p	32587447
360	Human	hsa_circ_102747	circRNA	gemcitabine (GEM)	pancreatic cancer (PC)	SWl990 cells	gemcitabine (GEM) treatment	downregulated	29781033
361	Human	hsa_circ_103572	circRNA	curcumin (Cur)	nasopharyngeal carcinoma (NPC)	CNE-2 cells	curcumin treatment	"circ_103572 was downregulated in CNE-2 cells after treatment by radiation, while curcumin treatment upregulated the expression."	32127962
362	Human	hsa_circ_103765	circRNA	tumor necrosis factor alpha (TNF-¦Á) 	crohn disease (CD)	Caco2 and HIEC cells	tumor necrosis factor alpha (TNF-¦Á) treatment	upregulated	33436852
363	Human	hsa_circ_103809	circRNA	cisplatin (DDP)	non-small cell lung cancer (NSCLC)	A549 cells; H1299 cells	cisplatin treatment	upregulated	33276753
364	Human	hsa_circ_104057	circRNA	curcumin (Cur)	nasopharyngeal carcinoma (NPC)	CNE-2 cells	curcumin treatment	"circ_104057 was downregulated in CNE-2 cells after treatment by radiation, while curcumin treatment upregulated the expression."	32127962
365	Human	hsa_circ_104075	circRNA	matrine	glioblastoma multiforme (GBM)	Glioma cell line U251?cells	Matrine treatment	Matrine decreased circRNA-104075 expression significantly. Overexpression of circRNA-104075 was found to counteract the inhibitory effects of matrine on cell proliferation and promoting effects on apoptosis and autophagy in U251?cells.	31112718
366	Human	hsa_circ_104250	circRNA	particulate matter (PM2.5)	airway inflammation	"human bronchial epithelial cell line, BEAS-2B"	particulate matter 2.5 (PM2.5) exosure treatment	upregulated	31864925
367	Human	hsa_circ_104250	circRNA	particulate matter (PM2.5)	airway inflammation	"human bronchial epithelial cell line, BEAS-2B"	particulate matter 2.5 (PM2.5) exposure treatment	upregulated	31864925
368	Human	hsa_circ_104883	circRNA	curcumin (Cur)	nasopharyngeal carcinoma (NPC)	CNE-2R cells	curcumin treatment	downregulated	31793078
